Municipio,Classificacao,Sexo,StatusNotificacao,Quantidade,DataEncerramento_Nula,DataObito_Nula
PINHEIROS,Descartados,M,Em Aberto,3,3,3
PINHEIROS,Descartados,M,Encerrado,10838,0,10808
PINHEIROS,Suspeito,F,Em Aberto,1,1,1
PINHEIROS,Suspeito,F,Encerrado,4,0,4
PINHEIROS,Suspeito,M,Em Aberto,1,1,1
PINHEIROS,Suspeito,M,Encerrado,6,0,6
PINHEIROS,Síndrome Gripal não Especificada,F,Encerrado,5,0,5
PINHEIROS,Síndrome Gripal não Especificada,M,Encerrado,5,0,5
PIUMA,Confirmados,F,Em Aberto,30,30,30
PIUMA,Confirmados,F,Encerrado,4345,0,4293
PIUMA,Confirmados,M,Em Aberto,18,18,18
PIUMA,Confirmados,M,Encerrado,3456,0,3400
PIUMA,Descartados,F,Em Aberto,18,18,18
PIUMA,Descartados,F,Encerrado,9194,0,9168
PIUMA,Descartados,I,Encerrado,5,0,4
PIUMA,Descartados,M,Em Aberto,18,18,18
PIUMA,Descartados,M,Encerrado,7995,0,7968
PIUMA,Suspeito,F,Em Aberto,137,137,137
PIUMA,Suspeito,F,Encerrado,1509,0,1508
PIUMA,Suspeito,M,Em Aberto,87,87,87
PIUMA,Suspeito,M,Encerrado,1243,0,1243
PIUMA,Síndrome Gripal não Especificada,F,Em Aberto,1,1,1
PIUMA,Síndrome Gripal não Especificada,F,Encerrado,979,0,978
PIUMA,Síndrome Gripal não Especificada,M,Encerrado,831,0,831
PONTO BELO,Confirmados,F,Em Aberto,17,17,17
PONTO BELO,Confirmados,F,Encerrado,1565,0,1557
PONTO BELO,Confirmados,M,Em Aberto,13,13,13
PONTO BELO,Confirmados,M,Encerrado,1094,0,1083
PONTO BELO,Descartados,F,Em Aberto,82,82,82
PONTO BELO,Descartados,F,Encerrado,4108,0,4097
PONTO BELO,Descartados,M,Em Aberto,61,61,61
PONTO BELO,Descartados,M,Encerrado,2545,0,2538
PONTO BELO,Suspeito,F,Em Aberto,257,257,257
PONTO BELO,Suspeito,F,Encerrado,51,0,51
PONTO BELO,Suspeito,M,Em Aberto,267,267,267
PONTO BELO,Suspeito,M,Encerrado,51,0,51
PONTO BELO,Síndrome Gripal não Especificada,F,Em Aberto,9,9,9
PONTO BELO,Síndrome Gripal não Especificada,F,Encerrado,192,0,192
PONTO BELO,Síndrome Gripal não Especificada,M,Em Aberto,9,9,9
PONTO BELO,Síndrome Gripal não Especificada,M,Encerrado,129,0,129
PRESIDENTE KENNEDY,Confirmados,F,Encerrado,2746,0,2716
PRESIDENTE KENNEDY,Confirmados,M,Em Aberto,1,1,1
PRESIDENTE KENNEDY,Confirmados,M,Encerrado,1920,0,1888
PRESIDENTE KENNEDY,Descartados,F,Encerrado,6786,0,6750
PRESIDENTE KENNEDY,Descartados,M,Em Aberto,1,1,1
PRESIDENTE KENNEDY,Descartados,M,Encerrado,4422,0,4393
PRESIDENTE KENNEDY,Suspeito,F,Em Aberto,3,3,3
PRESIDENTE KENNEDY,Síndrome Gripal não Especificada,F,Encerrado,371,0,371
PRESIDENTE KENNEDY,Síndrome Gripal não Especificada,I,Encerrado,1,0,1
PRESIDENTE KENNEDY,Síndrome Gripal não Especificada,M,Encerrado,291,0,290
RIO BANANAL,Confirmados,F,Encerrado,3745,0,3722
RIO BANANAL,Confirmados,M,Encerrado,3162,0,3136
RIO BANANAL,Descartados,F,Em Aberto,1,1,1
RIO BANANAL,Descartados,F,Encerrado,6857,0,6839
RIO BANANAL,Descartados,M,Em Aberto,6,6,6
RIO BANANAL,Descartados,M,Encerrado,5636,0,5613
RIO BANANAL,Suspeito,F,Encerrado,619,0,619
RIO BANANAL,Suspeito,M,Encerrado,632,0,632
RIO BANANAL,Síndrome Gripal não Especificada,F,Encerrado,356,0,356
RIO BANANAL,Síndrome Gripal não Especificada,M,Encerrado,330,0,330
RIO NOVO DO SUL,Confirmados,F,Em Aberto,4,4,4
RIO NOVO DO SUL,Confirmados,F,Encerrado,2277,0,2256
RIO NOVO DO SUL,Confirmados,M,Em Aberto,5,5,5
RIO NOVO DO SUL,Confirmados,M,Encerrado,1742,0,1724
RIO NOVO DO SUL,Descartados,F,Em Aberto,73,73,73
RIO NOVO DO SUL,Descartados,F,Encerrado,4643,0,4636
RIO NOVO DO SUL,Descartados,M,Em Aberto,44,44,43
RIO NOVO DO SUL,Descartados,M,Encerrado,3587,0,3578
RIO NOVO DO SUL,Suspeito,F,Em Aberto,22,22,22
RIO NOVO DO SUL,Suspeito,F,Encerrado,217,0,217
RIO NOVO DO SUL,Suspeito,M,Em Aberto,10,10,10
RIO NOVO DO SUL,Suspeito,M,Encerrado,205,0,205
RIO NOVO DO SUL,Síndrome Gripal não Especificada,F,Em Aberto,3,3,3
RIO NOVO DO SUL,Síndrome Gripal não Especificada,F,Encerrado,19,0,19
RIO NOVO DO SUL,Síndrome Gripal não Especificada,M,Em Aberto,1,1,1
RIO NOVO DO SUL,Síndrome Gripal não Especificada,M,Encerrado,12,0,12
SANTA LEOPOLDINA,Confirmados,F,Em Aberto,301,301,301
SANTA LEOPOLDINA,Confirmados,F,Encerrado,1678,0,1662
SANTA LEOPOLDINA,Confirmados,M,Em Aberto,236,236,236
SANTA LEOPOLDINA,Confirmados,M,Encerrado,1455,0,1439
SANTA LEOPOLDINA,Descartados,F,Em Aberto,537,537,537
SANTA LEOPOLDINA,Descartados,F,Encerrado,4145,0,4138
SANTA LEOPOLDINA,Descartados,M,Em Aberto,407,407,407
SANTA LEOPOLDINA,Descartados,M,Encerrado,3215,0,3199
SANTA LEOPOLDINA,Suspeito,F,Em Aberto,514,514,514
SANTA LEOPOLDINA,Suspeito,F,Encerrado,36,0,36
SANTA LEOPOLDINA,Suspeito,M,Em Aberto,416,416,416
SANTA LEOPOLDINA,Suspeito,M,Encerrado,31,0,31
SANTA LEOPOLDINA,Síndrome Gripal não Especificada,F,Em Aberto,1,1,1
SANTA LEOPOLDINA,Síndrome Gripal não Especificada,F,Encerrado,15,0,15
SANTA LEOPOLDINA,Síndrome Gripal não Especificada,M,Em Aberto,1,1,1
SANTA LEOPOLDINA,Síndrome Gripal não Especificada,M,Encerrado,21,0,21
SANTA MARIA DE JETIBA,Confirmados,F,Em Aberto,8,8,8
SANTA MARIA DE JETIBA,Confirmados,F,Encerrado,8555,0,8521
SANTA MARIA DE JETIBA,Confirmados,M,Em Aberto,3,3,3
SANTA MARIA DE JETIBA,Confirmados,M,Encerrado,6626,0,6576
SANTA MARIA DE JETIBA,Descartados,F,Em Aberto,18,18,18
SANTA MARIA DE JETIBA,Descartados,F,Encerrado,17724,0,17704
SANTA MARIA DE JETIBA,Descartados,M,Em Aberto,10,10,10
SANTA MARIA DE JETIBA,Descartados,M,Encerrado,12999,0,12958
SANTA MARIA DE JETIBA,Suspeito,F,Em Aberto,28,28,28
SANTA MARIA DE JETIBA,Suspeito,F,Encerrado,868,0,868
SANTA MARIA DE JETIBA,Suspeito,M,Em Aberto,28,28,28
SANTA MARIA DE JETIBA,Suspeito,M,Encerrado,714,0,713
SANTA MARIA DE JETIBA,Síndrome Gripal não Especificada,F,Em Aberto,3,3,3
SANTA MARIA DE JETIBA,Síndrome Gripal não Especificada,F,Encerrado,400,0,400
SANTA MARIA DE JETIBA,Síndrome Gripal não Especificada,M,Encerrado,334,0,334
SANTA TERESA,Confirmados,F,Em Aberto,22,22,22
SANTA TERESA,Confirmados,F,Encerrado,7023,0,6985
SANTA TERESA,Confirmados,M,Em Aberto,15,15,15
SANTA TERESA,Confirmados,M,Encerrado,5688,0,5641
SANTA TERESA,Descartados,F,Em Aberto,70,70,70
SANTA TERESA,Descartados,F,Encerrado,16295,0,16282
SANTA TERESA,Descartados,I,Encerrado,4,0,4
SANTA TERESA,Descartados,M,Em Aberto,52,52,52
SANTA TERESA,Descartados,M,Encerrado,12232,0,12217
SANTA TERESA,Suspeito,F,Em Aberto,11,11,11
SANTA TERESA,Suspeito,F,Encerrado,3,0,3
SANTA TERESA,Suspeito,M,Em Aberto,12,12,12
SANTA TERESA,Suspeito,M,Encerrado,1,0,1
SANTA TERESA,Síndrome Gripal não Especificada,F,Em Aberto,2,2,2
SANTA TERESA,Síndrome Gripal não Especificada,F,Encerrado,6968,0,6968
SANTA TERESA,Síndrome Gripal não Especificada,M,Em Aberto,1,1,1
SANTA TERESA,Síndrome Gripal não Especificada,M,Encerrado,4859,0,4857
SAO DOMINGOS DO NORTE,Confirmados,F,Em Aberto,21,21,21
SAO DOMINGOS DO NORTE,Confirmados,F,Encerrado,2354,0,2343
SAO DOMINGOS DO NORTE,Confirmados,M,Em Aberto,54,54,54
SAO DOMINGOS DO NORTE,Confirmados,M,Encerrado,2141,0,2124
SAO DOMINGOS DO NORTE,Descartados,F,Em Aberto,6,6,6
SAO DOMINGOS DO NORTE,Descartados,F,Encerrado,4458,0,4457
SAO DOMINGOS DO NORTE,Descartados,M,Em Aberto,12,12,12
SAO DOMINGOS DO NORTE,Descartados,M,Encerrado,3844,0,3839
SAO DOMINGOS DO NORTE,Suspeito,F,Em Aberto,7,7,7
SAO DOMINGOS DO NORTE,Suspeito,F,Encerrado,7,0,7
SAO DOMINGOS DO NORTE,Suspeito,M,Em Aberto,10,10,10
SAO DOMINGOS DO NORTE,Suspeito,M,Encerrado,6,0,6
SAO DOMINGOS DO NORTE,Síndrome Gripal não Especificada,F,Encerrado,5,0,5
SAO DOMINGOS DO NORTE,Síndrome Gripal não Especificada,M,Encerrado,8,0,8
SAO GABRIEL DA PALHA,Confirmados,F,Em Aberto,77,77,77
SAO GABRIEL DA PALHA,Confirmados,F,Encerrado,11012,0,10969
SAO GABRIEL DA PALHA,Confirmados,I,Encerrado,2,0,2
SAO GABRIEL DA PALHA,Confirmados,M,Em Aberto,41,41,41
SAO GABRIEL DA PALHA,Confirmados,M,Encerrado,8250,0,8192
SAO GABRIEL DA PALHA,Descartados,F,Em Aberto,27,27,27
SAO GABRIEL DA PALHA,Descartados,F,Encerrado,22066,0,22046
SAO GABRIEL DA PALHA,Descartados,I,Encerrado,2,0,2
SAO GABRIEL DA PALHA,Descartados,M,Em Aberto,13,13,13
SAO GABRIEL DA PALHA,Descartados,M,Encerrado,15249,0,15232
SAO GABRIEL DA PALHA,Suspeito,F,Em Aberto,115,115,115
SAO GABRIEL DA PALHA,Suspeito,F,Encerrado,1230,0,1230
SAO GABRIEL DA PALHA,Suspeito,M,Em Aberto,69,69,69
SAO GABRIEL DA PALHA,Suspeito,M,Encerrado,1031,0,1031
SAO GABRIEL DA PALHA,Síndrome Gripal não Especificada,F,Encerrado,200,0,200
SAO GABRIEL DA PALHA,Síndrome Gripal não Especificada,M,Encerrado,174,0,174
SAO JOSE DO CALCADO,Confirmados,F,Em Aberto,100,100,100
SAO JOSE DO CALCADO,Confirmados,F,Encerrado,2093,0,2041
SAO JOSE DO CALCADO,Confirmados,M,Em Aberto,61,61,61
SAO JOSE DO CALCADO,Confirmados,M,Encerrado,1538,0,1498
SAO JOSE DO CALCADO,Descartados,F,Em Aberto,243,243,243
SAO JOSE DO CALCADO,Descartados,F,Encerrado,6822,0,6814
SAO JOSE DO CALCADO,Descartados,M,Em Aberto,138,138,138
SAO JOSE DO CALCADO,Descartados,M,Encerrado,4903,0,4894
SAO JOSE DO CALCADO,Suspeito,F,Em Aberto,163,163,163
SAO JOSE DO CALCADO,Suspeito,F,Encerrado,13,0,13
SAO JOSE DO CALCADO,Suspeito,M,Em Aberto,108,108,108
SAO JOSE DO CALCADO,Suspeito,M,Encerrado,10,0,10
SAO JOSE DO CALCADO,Síndrome Gripal não Especificada,F,Encerrado,1,0,1
SAO MATEUS,Confirmados,F,Em Aberto,24,24,24
SAO MATEUS,Confirmados,F,Encerrado,23173,0,23003
SAO MATEUS,Confirmados,I,Encerrado,10,0,10
SAO MATEUS,Confirmados,M,Em Aberto,16,16,16
SAO MATEUS,Confirmados,M,Encerrado,17495,0,17264
SAO MATEUS,Descartados,F,Em Aberto,581,581,581
SAO MATEUS,Descartados,F,Encerrado,61685,0,61598
SAO MATEUS,Descartados,I,Encerrado,33,0,33
SAO MATEUS,Descartados,M,Em Aberto,380,380,380
SAO MATEUS,Descartados,M,Encerrado,41290,0,41193
SAO MATEUS,Suspeito,F,Em Aberto,2386,2386,2386
SAO MATEUS,Suspeito,F,Encerrado,9222,0,9219
SAO MATEUS,Suspeito,I,Em Aberto,1,1,1
SAO MATEUS,Suspeito,I,Encerrado,2,0,2
SAO MATEUS,Suspeito,M,Em Aberto,1506,1506,1506
SAO MATEUS,Suspeito,M,Encerrado,7504,0,7501
SAO MATEUS,Síndrome Gripal não Especificada,F,Em Aberto,4,4,4
SAO MATEUS,Síndrome Gripal não Especificada,F,Encerrado,5345,0,5343
SAO MATEUS,Síndrome Gripal não Especificada,I,Encerrado,1,0,1
SAO MATEUS,Síndrome Gripal não Especificada,M,Em Aberto,9,9,9
SAO MATEUS,Síndrome Gripal não Especificada,M,Encerrado,4091,0,4091
SAO ROQUE DO CANAA,Confirmados,F,Em Aberto,13,13,13
SAO ROQUE DO CANAA,Confirmados,F,Encerrado,3042,0,3034
SAO ROQUE DO CANAA,Confirmados,M,Em Aberto,6,6,6
SAO ROQUE DO CANAA,Confirmados,M,Encerrado,2460,0,2444
SAO ROQUE DO CANAA,Descartados,F,Em Aberto,51,51,49
SAO ROQUE DO CANAA,Descartados,F,Encerrado,7352,0,7347
SAO ROQUE DO CANAA,Descartados,M,Em Aberto,54,54,54
SAO ROQUE DO CANAA,Descartados,M,Encerrado,6010,0,6005
SAO ROQUE DO CANAA,Suspeito,F,Em Aberto,16,16,16
SAO ROQUE DO CANAA,Suspeito,F,Encerrado,208,0,208
SAO ROQUE DO CANAA,Suspeito,M,Em Aberto,14,14,14
SAO ROQUE DO CANAA,Suspeito,M,Encerrado,190,0,190
SAO ROQUE DO CANAA,Síndrome Gripal não Especificada,F,Encerrado,11,0,11
SAO ROQUE DO CANAA,Síndrome Gripal não Especificada,M,Encerrado,5,0,5
SERRA,Confirmados,F,Em Aberto,5,5,5
SERRA,Confirmados,F,Encerrado,86902,0,86047
SERRA,Confirmados,I,Encerrado,51,0,51
SERRA,Confirmados,M,Em Aberto,8,8,8
SERRA,Confirmados,M,Encerrado,71941,0,70909
SERRA,Descartados,F,Em Aberto,993,993,993
SERRA,Descartados,F,Encerrado,265382,0,264863
SERRA,Descartados,I,Encerrado,156,0,156
SERRA,Descartados,M,Em Aberto,866,866,865
SERRA,Descartados,M,Encerrado,238022,0,237454
SERRA,Suspeito,F,Em Aberto,6530,6530,6530
SERRA,Suspeito,F,Encerrado,15928,0,15924
SERRA,Suspeito,I,Em Aberto,11,11,11
SERRA,Suspeito,I,Encerrado,28,0,28
SERRA,Suspeito,M,Em Aberto,5182,5182,5182
SERRA,Suspeito,M,Encerrado,12798,0,12793
SERRA,Síndrome Gripal não Especificada,F,Em Aberto,1,1,1
SERRA,Síndrome Gripal não Especificada,F,Encerrado,6477,0,6474
SERRA,Síndrome Gripal não Especificada,I,Encerrado,2,0,2
SERRA,Síndrome Gripal não Especificada,M,Encerrado,4584,0,4582
SOORETAMA,Confirmados,F,Em Aberto,1,1,1
SOORETAMA,Confirmados,F,Encerrado,5404,0,5364
SOORETAMA,Confirmados,M,Em Aberto,1,1,1
SOORETAMA,Confirmados,M,Encerrado,4148,0,4113
SOORETAMA,Descartados,F,Em Aberto,4,4,4
SOORETAMA,Descartados,F,Encerrado,10900,0,10893
SOORETAMA,Descartados,I,Encerrado,3,0,3
SOORETAMA,Descartados,M,Em Aberto,2,2,2
SOORETAMA,Descartados,M,Encerrado,8500,0,8487
SOORETAMA,Suspeito,F,Em Aberto,3,3,3
SOORETAMA,Suspeito,F,Encerrado,488,0,487
SOORETAMA,Suspeito,M,Em Aberto,1,1,1
SOORETAMA,Suspeito,M,Encerrado,431,0,430
SOORETAMA,Síndrome Gripal não Especificada,F,Encerrado,715,0,715
SOORETAMA,Síndrome Gripal não Especificada,M,Encerrado,602,0,602
VARGEM ALTA,Confirmados,F,Em Aberto,20,20,20
VARGEM ALTA,Confirmados,F,Encerrado,3625,0,3595
VARGEM ALTA,Confirmados,I,Encerrado,1,0,1
VARGEM ALTA,Confirmados,M,Em Aberto,14,14,14
VARGEM ALTA,Confirmados,M,Encerrado,2844,0,2818
VARGEM ALTA,Descartados,F,Em Aberto,29,29,29
VARGEM ALTA,Descartados,F,Encerrado,7179,0,7163
VARGEM ALTA,Descartados,I,Encerrado,1,0,1
VARGEM ALTA,Descartados,M,Em Aberto,19,19,19
VARGEM ALTA,Descartados,M,Encerrado,5054,0,5039
VARGEM ALTA,Suspeito,F,Em Aberto,22,22,22
VARGEM ALTA,Suspeito,F,Encerrado,850,0,850
VARGEM ALTA,Suspeito,I,Encerrado,1,0,1
VARGEM ALTA,Suspeito,M,Em Aberto,11,11,11
VARGEM ALTA,Suspeito,M,Encerrado,809,0,809
VARGEM ALTA,Síndrome Gripal não Especificada,F,Encerrado,323,0,323
VARGEM ALTA,Síndrome Gripal não Especificada,M,Encerrado,272,0,272
VENDA NOVA DO IMIGRANTE,Confirmados,F,Em Aberto,6,6,6
VENDA NOVA DO IMIGRANTE,Confirmados,F,Encerrado,6039,0,6008
VENDA NOVA DO IMIGRANTE,Confirmados,M,Em Aberto,7,7,7
VENDA NOVA DO IMIGRANTE,Confirmados,M,Encerrado,4412,0,4379
VENDA NOVA DO IMIGRANTE,Descartados,F,Em Aberto,4,4,4
VENDA NOVA DO IMIGRANTE,Descartados,F,Encerrado,12787,0,12778
VENDA NOVA DO IMIGRANTE,Descartados,I,Encerrado,1,0,1
VENDA NOVA DO IMIGRANTE,Descartados,M,Em Aberto,2,2,2
VENDA NOVA DO IMIGRANTE,Descartados,M,Encerrado,8527,0,8518
VENDA NOVA DO IMIGRANTE,Suspeito,F,Em Aberto,5,5,5
VENDA NOVA DO IMIGRANTE,Suspeito,F,Encerrado,3,0,3
VENDA NOVA DO IMIGRANTE,Suspeito,M,Em Aberto,1,1,1
VENDA NOVA DO IMIGRANTE,Suspeito,M,Encerrado,3,0,3
VENDA NOVA DO IMIGRANTE,Síndrome Gripal não Especificada,F,Encerrado,798,0,798
VENDA NOVA DO IMIGRANTE,Síndrome Gripal não Especificada,M,Em Aberto,1,1,1
VENDA NOVA DO IMIGRANTE,Síndrome Gripal não Especificada,M,Encerrado,611,0,611
VIANA,Confirmados,F,Em Aberto,16,16,16
VIANA,Confirmados,F,Encerrado,13573,0,13415
VIANA,Confirmados,I,Encerrado,4,0,4
VIANA,Confirmados,M,Em Aberto,19,19,19
VIANA,Confirmados,M,Encerrado,10195,0,10020
VIANA,Descartados,F,Em Aberto,9,9,9
VIANA,Descartados,F,Encerrado,30319,0,30240
VIANA,Descartados,I,Encerrado,5,0,5
VIANA,Descartados,M,Em Aberto,6,6,6
VIANA,Descartados,M,Encerrado,23786,0,23688
VIANA,Suspeito,F,Em Aberto,661,661,661
VIANA,Suspeito,F,Encerrado,4443,0,4443
VIANA,Suspeito,I,Encerrado,1,0,1
VIANA,Suspeito,M,Em Aberto,621,621,621
VIANA,Suspeito,M,Encerrado,3464,0,3462
VIANA,Síndrome Gripal não Especificada,F,Em Aberto,5,5,5
VIANA,Síndrome Gripal não Especificada,F,Encerrado,146,0,144
VIANA,Síndrome Gripal não Especificada,M,Em Aberto,5,5,5
VIANA,Síndrome Gripal não Especificada,M,Encerrado,76,0,76
VILA PAVAO,Confirmados,F,Em Aberto,1,1,1
VILA PAVAO,Confirmados,F,Encerrado,1827,0,1814
VILA PAVAO,Confirmados,M,Encerrado,1459,0,1450
VILA PAVAO,Descartados,F,Em Aberto,36,36,36
VILA PAVAO,Descartados,F,Encerrado,4470,0,4466
VILA PAVAO,Descartados,M,Em Aberto,30,30,30
VILA PAVAO,Descartados,M,Encerrado,3293,0,3289
VILA PAVAO,Suspeito,F,Encerrado,17,0,17
VILA PAVAO,Suspeito,M,Encerrado,29,0,28
VILA PAVAO,Síndrome Gripal não Especificada,F,Encerrado,9,0,9
VILA PAVAO,Síndrome Gripal não Especificada,M,Encerrado,8,0,8
VILA VALERIO,Confirmados,F,Em Aberto,37,37,37
VILA VALERIO,Confirmados,F,Encerrado,3794,0,3780
VILA VALERIO,Confirmados,M,Em Aberto,34,34,34
VILA VALERIO,Confirmados,M,Encerrado,3002,0,2977
VILA VALERIO,Descartados,F,Em Aberto,160,160,160
VILA VALERIO,Descartados,F,Encerrado,3810,0,3805
VILA VALERIO,Descartados,M,Em Aberto,134,134,134
VILA VALERIO,Descartados,M,Encerrado,2838,0,2834
VILA VALERIO,Suspeito,F,Em Aberto,32,32,32
VILA VALERIO,Suspeito,F,Encerrado,41,0,41
VILA VALERIO,Suspeito,M,Em Aberto,23,23,23
VILA VALERIO,Suspeito,M,Encerrado,32,0,32
VILA VALERIO,Síndrome Gripal não Especificada,F,Em Aberto,16,16,16
VILA VALERIO,Síndrome Gripal não Especificada,F,Encerrado,1891,0,1888
VILA VALERIO,Síndrome Gripal não Especificada,M,Em Aberto,4,4,4
VILA VALERIO,Síndrome Gripal não Especificada,M,Encerrado,1418,0,1417
VILA VELHA,Confirmados,F,Em Aberto,5,5,5
VILA VELHA,Confirmados,F,Encerrado,91198,0,90211
VILA VELHA,Confirmados,I,Encerrado,49,0,49
VILA VELHA,Confirmados,M,Em Aberto,6,6,6
VILA VELHA,Confirmados,M,Encerrado,66378,0,65215
VILA VELHA,Descartados,F,Em Aberto,20,20,20
VILA VELHA,Descartados,F,Encerrado,212859,0,212404
VILA VELHA,Descartados,I,Encerrado,64,0,64
VILA VELHA,Descartados,M,Em Aberto,12,12,12
VILA VELHA,Descartados,M,Encerrado,160946,0,160421
VILA VELHA,Suspeito,F,Em Aberto,2395,2395,2395
VILA VELHA,Suspeito,F,Encerrado,19589,0,19589
VILA VELHA,Suspeito,I,Em Aberto,3,3,3
VILA VELHA,Suspeito,I,Encerrado,16,0,16
VILA VELHA,Suspeito,M,Em Aberto,2025,2025,2025
VILA VELHA,Suspeito,M,Encerrado,15599,0,15598
VILA VELHA,Síndrome Gripal não Especificada,F,Em Aberto,1,1,1
VILA VELHA,Síndrome Gripal não Especificada,F,Encerrado,6445,0,6441
VILA VELHA,Síndrome Gripal não Especificada,I,Encerrado,4,0,3
VILA VELHA,Síndrome Gripal não Especificada,M,Em Aberto,4,4,4
VILA VELHA,Síndrome Gripal não Especificada,M,Encerrado,4950,0,4947
VITORIA,Confirmados,F,Em Aberto,16,16,16
VITORIA,Confirmados,F,Encerrado,94724,0,94031
VITORIA,Confirmados,I,Encerrado,19,0,19
VITORIA,Confirmados,M,Em Aberto,7,7,7
VITORIA,Confirmados,M,Encerrado,67360,0,66531
VITORIA,Descartados,F,Em Aberto,11,11,11
VITORIA,Descartados,F,Encerrado,226875,0,226491
VITORIA,Descartados,I,Encerrado,65,0,65
VITORIA,Descartados,M,Em Aberto,28,28,26
VITORIA,Descartados,M,Encerrado,172425,0,171995
VITORIA,Suspeito,F,Em Aberto,15747,15747,15746
VITORIA,Suspeito,F,Encerrado,22823,0,22822
VITORIA,Suspeito,I,Em Aberto,4,4,4
VITORIA,Suspeito,I,Encerrado,5,0,5
VITORIA,Suspeito,M,Em Aberto,10975,10975,10975
VITORIA,Suspeito,M,Encerrado,15278,0,15275
VITORIA,Síndrome Gripal não Especificada,F,Em Aberto,2,2,2
VITORIA,Síndrome Gripal não Especificada,F,Encerrado,18310,0,18309
VITORIA,Síndrome Gripal não Especificada,M,Encerrado,11351,0,11351
